,author,title,sentence,sentence_nr,words,kind
15419,"Piper, H. Beam",Murder in the Gunroom,Only one monolithic fact officially attested and indisputable loomed out of the murk  and the said Frederick Parker Dunmore deceased did receive the aforesaid gunshotwounds hereinbefore enumerated at the hands of the said Jefferson Davis Rand and at the hands of the said David Abercrombie Ritter  and  the said Jefferson Davis Rand and the said David Abercrombie Ritter being in mortal fear for their several lives did so act in defense of their several persons and finally  the said Frederick Parker Dunmore did die,26195,Jefferson Davis,person
15420,"Piper, H. Beam",Murder in the Gunroom,Only one monolithic fact officially attested and indisputable loomed out of the murk  and the said Frederick Parker Dunmore deceased did receive the aforesaid gunshotwounds hereinbefore enumerated at the hands of the said Jefferson Davis Rand and at the hands of the said David Abercrombie Ritter  and  the said Jefferson Davis Rand and the said David Abercrombie Ritter being in mortal fear for their several lives did so act in defense of their several persons and finally  the said Frederick Parker Dunmore did die,26195,Jefferson,person
15421,"Piper, H. Beam",Murder in the Gunroom,Only one monolithic fact officially attested and indisputable loomed out of the murk  and the said Frederick Parker Dunmore deceased did receive the aforesaid gunshotwounds hereinbefore enumerated at the hands of the said Jefferson Davis Rand and at the hands of the said David Abercrombie Ritter  and  the said Jefferson Davis Rand and the said David Abercrombie Ritter being in mortal fear for their several lives did so act in defense of their several persons and finally  the said Frederick Parker Dunmore did die,26195,Jefferson Davis Rand,person
15422,"Piper, H. Beam",Murder in the Gunroom,Only one monolithic fact officially attested and indisputable loomed out of the murk  and the said Frederick Parker Dunmore deceased did receive the aforesaid gunshotwounds hereinbefore enumerated at the hands of the said Jefferson Davis Rand and at the hands of the said David Abercrombie Ritter  and  the said Jefferson Davis Rand and the said David Abercrombie Ritter being in mortal fear for their several lives did so act in defense of their several persons and finally  the said Frederick Parker Dunmore did die,26195,Ritter,person
15423,"Piper, H. Beam",Murder in the Gunroom,Only one monolithic fact officially attested and indisputable loomed out of the murk  and the said Frederick Parker Dunmore deceased did receive the aforesaid gunshotwounds hereinbefore enumerated at the hands of the said Jefferson Davis Rand and at the hands of the said David Abercrombie Ritter  and  the said Jefferson Davis Rand and the said David Abercrombie Ritter being in mortal fear for their several lives did so act in defense of their several persons and finally  the said Frederick Parker Dunmore did die,26195,Jeff,person
15424,"Piper, H. Beam",Murder in the Gunroom,Only one monolithic fact officially attested and indisputable loomed out of the murk  and the said Frederick Parker Dunmore deceased did receive the aforesaid gunshotwounds hereinbefore enumerated at the hands of the said Jefferson Davis Rand and at the hands of the said David Abercrombie Ritter  and  the said Jefferson Davis Rand and the said David Abercrombie Ritter being in mortal fear for their several lives did so act in defense of their several persons and finally  the said Frederick Parker Dunmore did die,26195,Jefferson Davis Rand,person
15425,"Piper, H. Beam",Murder in the Gunroom,Only one monolithic fact officially attested and indisputable loomed out of the murk  and the said Frederick Parker Dunmore deceased did receive the aforesaid gunshotwounds hereinbefore enumerated at the hands of the said Jefferson Davis Rand and at the hands of the said David Abercrombie Ritter  and  the said Jefferson Davis Rand and the said David Abercrombie Ritter being in mortal fear for their several lives did so act in defense of their several persons and finally  the said Frederick Parker Dunmore did die,26195,Jefferson Davis Rand,person
15426,"Piper, H. Beam",Murder in the Gunroom,Only one monolithic fact officially attested and indisputable loomed out of the murk  and the said Frederick Parker Dunmore deceased did receive the aforesaid gunshotwounds hereinbefore enumerated at the hands of the said Jefferson Davis Rand and at the hands of the said David Abercrombie Ritter  and  the said Jefferson Davis Rand and the said David Abercrombie Ritter being in mortal fear for their several lives did so act in defense of their several persons and finally  the said Frederick Parker Dunmore did die,26195,Frederick Parker Dunmore,person
15427,"Piper, H. Beam",Murder in the Gunroom,Only one monolithic fact officially attested and indisputable loomed out of the murk  and the said Frederick Parker Dunmore deceased did receive the aforesaid gunshotwounds hereinbefore enumerated at the hands of the said Jefferson Davis Rand and at the hands of the said David Abercrombie Ritter  and  the said Jefferson Davis Rand and the said David Abercrombie Ritter being in mortal fear for their several lives did so act in defense of their several persons and finally  the said Frederick Parker Dunmore did die,26195,David Abercrombie Ritter,person
15428,"Piper, H. Beam",Murder in the Gunroom,Only one monolithic fact officially attested and indisputable loomed out of the murk  and the said Frederick Parker Dunmore deceased did receive the aforesaid gunshotwounds hereinbefore enumerated at the hands of the said Jefferson Davis Rand and at the hands of the said David Abercrombie Ritter  and  the said Jefferson Davis Rand and the said David Abercrombie Ritter being in mortal fear for their several lives did so act in defense of their several persons and finally  the said Frederick Parker Dunmore did die,26195,Nelda Dunmore,person
15429,"Piper, H. Beam",Murder in the Gunroom,The  Evening Mercury  which sheet the said Jefferson Davis Rand had once,26196,Jefferson Davis,person
15430,"Piper, H. Beam",Murder in the Gunroom,The  Evening Mercury  which sheet the said Jefferson Davis Rand had once,26196,Jefferson,person
15431,"Piper, H. Beam",Murder in the Gunroom,The  Evening Mercury  which sheet the said Jefferson Davis Rand had once,26196,Jefferson Davis Rand,person
15432,"Piper, H. Beam",Murder in the Gunroom,The  Evening Mercury  which sheet the said Jefferson Davis Rand had once,26196,Jeff,person
15433,"Piper, H. Beam",Murder in the Gunroom,The  Evening Mercury  which sheet the said Jefferson Davis Rand had once,26196,Jefferson Davis Rand,person
15434,"Piper, H. Beam",Murder in the Gunroom,The  Evening Mercury  which sheet the said Jefferson Davis Rand had once,26196,Jefferson Davis Rand,person
15435,"Piper, H. Beam",Murder in the Gunroom,The terms legalized slaughter and flagrant whitewash were used and mention was made of the well known preference of a certain notorious private detective for the procedure of  habeas  cadaver,26198,Dave,person
15436,"Piper, H. Beam",Murder in the Gunroom,The principal result of this outcry was to persuade an important New Belfast manufacturer who had hitherto resisted Rands sales pressure to contract with the TriState Agency for the protection of his payroll deliveries,26199,Belfast,location
15437,"Piper, H. Beam",Murder in the Gunroom,The principal result of this outcry was to persuade an important New Belfast manufacturer who had hitherto resisted Rands sales pressure to contract with the TriState Agency for the protection of his payroll deliveries,26199,New Belfast,location
15438,"Piper, H. Beam",Murder in the Gunroom,The principal result of this outcry was to persuade an important New Belfast manufacturer who had hitherto resisted Rands sales pressure to contract with the TriState Agency for the protection of his payroll deliveries,26199,Jefferson Davis Rand,person
15439,"Piper, H. Beam",Murder in the Gunroom,The Rosemont Bayonet Murder already pretty well withered on the vine passed quietly into limbo,26201,Rosemont,location
15441,"Piper, H. Beam",Murder in the Gunroom,The new Fleming butler a short and somewhat globular Negro with a gingerbreadcrust complexion and an air of affable dignity was helping Pierre Jarrett and Karen Lawrence put a couple of cartons and a tall peachbasket into Pierres Plymouth,26205,Lawrence Cavendish,person
15443,"Piper, H. Beam",Murder in the Gunroom,The new Fleming butler a short and somewhat globular Negro with a gingerbreadcrust complexion and an air of affable dignity was helping Pierre Jarrett and Karen Lawrence put a couple of cartons and a tall peachbasket into Pierres Plymouth,26205,Pierre Jarrett,person
15444,"Piper, H. Beam",Murder in the Gunroom,The new Fleming butler a short and somewhat globular Negro with a gingerbreadcrust complexion and an air of affable dignity was helping Pierre Jarrett and Karen Lawrence put a couple of cartons and a tall peachbasket into Pierres Plymouth,26205,Karen Lawrence,person
15445,"Piper, H. Beam",Murder in the Gunroom,The new Fleming butler a short and somewhat globular Negro with a gingerbreadcrust complexion and an air of affable dignity was helping Pierre Jarrett and Karen Lawrence put a couple of cartons and a tall peachbasket into Pierres Plymouth,26205,Pierre,person
15446,"Piper, H. Beam",Murder in the Gunroom,The new Fleming butler a short and somewhat globular Negro with a gingerbreadcrust complexion and an air of affable dignity was helping Pierre Jarrett and Karen Lawrence put a couple of cartons and a tall peachbasket into Pierres Plymouth,26205,Karen,person
15447,"Piper, H. Beam",Murder in the Gunroom,The new Fleming butler a short and somewhat globular Negro with a gingerbreadcrust complexion and an air of affable dignity was helping Pierre Jarrett and Karen Lawrence put a couple of cartons and a tall peachbasket into Pierres Plymouth,26205,Plymouth,location
15448,"Piper, H. Beam",Murder in the Gunroom,The new Fleming butler a short and somewhat globular Negro with a gingerbreadcrust complexion and an air of affable dignity was helping Pierre Jarrett and Karen Lawrence put a couple of cartons and a tall peachbasket into Pierres Plymouth,26205,Jarrett,person
15449,"Piper, H. Beam",Murder in the Gunroom,Colin MacBride a streamer of pipesmoke floating back over his shoulder was peering into his luggagecompartment to check the stowage of his own cargo while his twelveyearold son Malcolm another black Highlander like his father was helping Philip Cabot carry a big laundry hamper full of newspaperwrapped pistols to his Cadillac,26206,Philip Cabot,person
15450,"Piper, H. Beam",Murder in the Gunroom,Colin MacBride a streamer of pipesmoke floating back over his shoulder was peering into his luggagecompartment to check the stowage of his own cargo while his twelveyearold son Malcolm another black Highlander like his father was helping Philip Cabot carry a big laundry hamper full of newspaperwrapped pistols to his Cadillac,26206,Colin MacBride,person
15451,"Piper, H. Beam",Murder in the Gunroom,Colin MacBride a streamer of pipesmoke floating back over his shoulder was peering into his luggagecompartment to check the stowage of his own cargo while his twelveyearold son Malcolm another black Highlander like his father was helping Philip Cabot carry a big laundry hamper full of newspaperwrapped pistols to his Cadillac,26206,Colin,person
15452,"Piper, H. Beam",Murder in the Gunroom,Colin MacBride a streamer of pipesmoke floating back over his shoulder was peering into his luggagecompartment to check the stowage of his own cargo while his twelveyearold son Malcolm another black Highlander like his father was helping Philip Cabot carry a big laundry hamper full of newspaperwrapped pistols to his Cadillac,26206,Philip,person
15453,"Piper, H. Beam",Murder in the Gunroom,Colin MacBride a streamer of pipesmoke floating back over his shoulder was peering into his luggagecompartment to check the stowage of his own cargo while his twelveyearold son Malcolm another black Highlander like his father was helping Philip Cabot carry a big laundry hamper full of newspaperwrapped pistols to his Cadillac,26206,Malcolm,person
15454,"Piper, H. Beam",Murder in the Gunroom,Pierres mother and the stylishstout Mrs Trehearne and Gladys Fleming obviously detached from the bustle of predeparture preparations were standing to one side talking,26207,Gladys Fleming,person
15455,"Piper, H. Beam",Murder in the Gunroom,Pierres mother and the stylishstout Mrs Trehearne and Gladys Fleming obviously detached from the bustle of predeparture preparations were standing to one side talking,26207,Gladys Fleming,person
